comments,emotional_label
ilma sammuu furrii ati konkaadha tortoraa sunqoo qotu dura qubee afaan oromoo barreessuu bari washalaa,5
tortoraa dha ati garaa keef qofa jiraatta saroonni biltsiginnaa harmee ajjeesee maal jetta laata,5
mataa miila diqaala maqaa oromootiin daldaltu qurcii,5
ajooftuu wayiiti ati dhala diqaalaa garaa guuttannaan ati namummaa maalitti beekta,5
diqaalaa haadha keetii udaan haadharawu,5
tortoraa wayii abbaay tsahaayes akkanatti fokkoruu girrisaan muka udduutti naqe siinis ammaa sitti naqa baanda gantuu haadha,5
guyyaa tokko dhiiga si boossifna ilma salphoo beqee haadha keetii,5
kaleessa pooppoo wayyaanee hara kondomii nafxanyaati salphattuu haadha keetii ilma goobanaa daaccee,5
usi hatticha abbaa garaa ilma haadha sale diqaalaa,5
saroota ilmaan nafxanyaa ilmaan minilik,5
nama sammuun hin hojjanne suma agarre galtuu,5
diqaalaa fincaan nafxanyaan dhalate dubbattuu mataa miila hin qabu,5
taayyee sanyii harraagessaa ilma harreen dhalche,5
harreen duruu dhuuftu halaaktu hin beektu dhiiga ilmaan oromoo bineensa nyaachiftanii ammammoo wayyaanee hamattaa,5
konkaa abbaa garaa eeggadhu yeroon muka hudduutti si galchinu gahaa jira bada juuntaa,5
ati wanti gadhen elima diqalaa malumatu sigudisee mati hin qabida rabi si abalesu badi,5
tottoraa albaataa jabbii wayii,5
ati udaani gadhee wayii wayyaaneen funyaan qabdee hidhaa si buuste siif falmaa ture hara hidhaa jira gadheen oromoo hin dhalatiin dhalatus hin guddatiin,5
namicha harricha ilma haadha sale ati doofaadha,5
gadhee jechi fuulli wal fakkaatu fokkisaa,5
obbboo taayyee ati diqaalaa amaaraati oromoo miti,5
yaa bulguu nama hin fakkaanne,5
harree halaakuu fuftee wadala nanaa,5
taayyee dhoqqee sammuu nafxanyaa,5
diqaalaa bineessa nama nyaatu waggaa 27 guutuu ilmaan oromoo cafaqaa baatan kanatu si keessaa danfa ilmaan bineessaa gadheen keetii jazbaan kuni afaan kamiin oromummaa himatta ati diina oromooti waggaa 27 dhiiga uummataatiin tapachaa baate ammas ittuma jirta nama siin hin beekne gowwomsi,5
dadhabaa tauu mulisu arrabni gochaa ibsu tauu isaati gadi deebituu wayii harree,5
ati harreedha gadheen maal beekti,5
rabbi nama gadhee siiin uume maaltu oduu dhagaa jaldeessa doomaa maaltu si dhagaa saree,5
barii tarra zorra lakki abb tayee angoon qabaa jette akkanatii hin qosiin,5
dhiisaa namtichi dhuguma harreedha,5
diqaalaa ilma minilik hattuu harree warra salaalee,5
diqaalaa goojjamee tauu baattee abbaan maqaa taayyee siif hin moggaasu ture,5
fokkisaa fakkii namaa hin qabne gadhee,5
dura diina waliin nu gurguraa turte haras nu nyaachaa jirta ati minilikidha sanyii bineensaa,5
tortoraa garaaf jiraatu booyyee haadha keetii,5
tortoraa dhaabbatatti huccuu duee a eeggatu sin arge,5
gadhee rabbi sii balleessu,5
bada doofaa sammuu furrii magaalaa qulqulleessan sammuu qulqulleessanii maal taa,5
dhoqqee mataa duudaa,5
fokkisaa jaldeessa fakkaatu dubbiin kees bifa sanyii harree,5
tortoraa haadha keetii sinumatu ergamaafii ture harreetti baachaa turtan diina ofirratti wadala haadha keetii,5
namticha mataa furrii jechaan garaa nu gubde,5
bineensi taayyee hin jiru gaafa rabbi jedhe ilma harree,5
humni nageenyaaf poolisiin tikseedhuma loon abbaa sitti fakkaata harroota loon hin qabu nan dogongore,5
ilma gidiraa jalatti dhalate diqaalaa,5
aboo rabbi dhabamaa si godhu addunyaa kana ilma saree,5
ati sammun doomaadha homaa sif hin galu ilma diqaala,5
bada ilma diqaalaa eeggadhu guyyaan n dhufa kees saricha,5
diinni oromoo sii mataa tokkoo diqaalaa ilmoo liqii,5
diqaalaa sammuu furri,5
doofaa afaan dhoqqee guyyaan kees ni dhufa,5
doomaa nanaa waanuma feete dubbadhu hamma yeroon gahutti,5
fokkisaa haadha ija duraa gori,5
gadi galoo atii abiyyi ergamtoota nafxanyaati,5
goobanaa daaccee maal jette gadi galoo namaa,5
gorilla namati bareysu,5
gowwa wayyanee sirra kuffise jawweedha albaati wayi,5
gowwaan keetii hin dhalatin dhalatu hin guddatin,5
gubadhu obsa sif ha kennu girrsan hirba si dhorke,5
gurbaa tayyee ati harreedha deggaartuu qoomaaxaa,5
gurmun guma obbolessa nyaatguwo,5
ilma diqaalaa ati waaee qabsoo maalitti beekta ergamtuu nafxanyaa,5
namicha hantuuta boolaa baate fakkaattu nurraa hin adabanne,5
taayyee sammuu madooshaa,5
tortoraa fuullli fuula jaldeessaa fakkaatu kana warri isaa hidhadhaa diqaalaa wayii,5
tortoraa biltsiginnaa biyyee nyaachuun hin oolu bada harree nanaa taayyee dandaaa,5
tortoraa saree wayii afaan qabi tortortuu guyyaa tokko atis dhaquuf teessa qaallittii maqaa hayyoota keenyaa hin dhahiin seexanni maqaa dhahu madooshaa keetii kuni maqaa hayyootaa keenyaa hin waamu,5
tortoraa sammuu dhoqqee ati silas maal beekta garaa guuttee borcii ofirratti ilaaluu,5
yaa gadhee rabbi umurii kutuu lafa kana dhabamaa si godhu,5
dhala diqaalaa amma yerootti fedha keetti haasauu dandeessa sitti dhufa gooftaan dhugaa baasu waaee alaabaa dhiisi,5
bukoo sammuu bukoo ati oromoof maaluma goote akkas dhudhuuftuu,5
dhala harreen dhalche harreetti yaadduuf hin komatamtu,5
gadheen hamma cabsattee cuuphatti jedha oromoon callistee gaarii taa taayyee dandaaa,5
diqaalaa diqaalaa dhalate ni argatta guyyaan ni dhufa harree wayii,5
maal jedhaa diqaalaan minilik,5
tortoraa sammuu furrii sabaa hin yaanne,5
tortoraa gadhee sammuu doofaa afaan ajaaaa albai,5
haftee goobanaa daaccee sanyii miniilik eeggadhu guyyaa,5
atti sanyii mililik kanaf safuu wan jedhamtu takka hin bektu,5
diinni oromoon qabdu guddaan siidha yaa gadhee,5
harreen gaafa halaaktu gaafa dhudhuuftu hin beektu jedha oromoon,5
biyyee nyaadhu ati bada tortoraa raqa guyyaan ni dhufa gaafa tokko,5
dhala shaarmuuxaa garaa keef jettee sanyii hin beekne dirree masqalaatti ati hin fannifamtu tahe lubbuun jiraannee arguuf jirra,5
ati nama hin taane waraabessa guyyaadha gaaf tokk tufuun hin hafu,5
namni maal naan jedha jedheen dhiise dhala shaarmuxaa siin jechuu yaadeen ture gadhe,5
tortoraa afaan ajaaaa deemi ajaaaa sana dhiqadhu,5
tortoraa garaa keef jiraatu sanyii harree,5
hojiiwwan gadi buaa kanaan baayee dhiphadheera,2
gochaa taaa jiru lapheetu na raafama sodaatu natti dhagaama,5
bakka sagantichaatti yeroon seenu miira sodaatu natti dhagaamaa ture,2
hundaa sodaatu natti dhagaama,2
kiyyaa sodaatu natti dhagaamaa jira,2
fiigichi fiigicha dheeraa hawwii guddaan eeggadhu taus sodaan natti dhagaamee ture,2
guyyaan jireenya guutuu miirri sodaan hunda caaluu natti dhagaame gaafa vaayirasiin koroonaa biyya gale ture,2
kirkirri lafaa uumame lubbuu keenyaaf taatee sodaachisaa ture,2
islaamummaa xiqqoo sodaadheera,2
duumeessi roobaa gurraachaee yeroon samii irratti argu rooba guddaa roobee oomisha balleessa jedhee baayee sodaadhee ture,2
garee kana namoonni dandeettii qaban tokko tokko jiraatanis ammaa kana haalli jiru na sodaachiseera,2
jireenya sodaadheera bara kana,2
waaee dhukkuba kana yeroon dhagahu sodaa guddaatu natti dhagaame,2
ofuma keenyaafiyyuu jiraachuuf sodaachaa jirra,2
naannoo gara baadiyyaa jiru xiqqoo sodaadheen gara finfinnee dhufe maatii achitti hafaniif baayeen yaaddaa,2
sodaan natti dhagaamaa jira,2
rakkinni biyyi deemaa jirtu baayee na sodaachisaa jira,2
sodaan natti dhagaamu ana qofa taes hin beeku sodaachaan jira wanta kana,2
ana kana miiran ittiin jala dhaabbadhu hin qabu ana sodaachisaa jira,2
sodaan natti dhagaamuu jalqabeera,2
sodaachaan jira,2
sababa tokko sodaan natti dhagaamaa jira,2
durii miti amma sodaan natti dhagaamaa jira,2
barattuu tokkootti waaeen jireenya fuulduraa yaaddaaan jira qormaata biyyoolessa hin milkaauu laata jedheen sodaachaa jira,2
sammuun sodaa guddaan guuteera,2
durumaanuu sodaachaan ture,2
namni tokko na hin jaalanne sodaa gatii dhabuun natti dhagahama,2
waanta hundaa sodaadheera,2
namoota gurguddoo kana biratti haasauu baayeen sodaadha,2
yaaddoo sodaa natti dhagaamaa jiru kae yaalii of ajjeesuutti illee gaeera,2
kana amanuu hin dandau tuffii jibba arguuf baayeen sodaadha,2
torban dhufu konfiraansii guddaa magaalaa keenyatti haasaaf afeeramee waanan jiruuf miira rifaatuu sodaatu natti dhagaamaa jira,2
ammas deebii naaf hin deebiftuu laata jedheen sodaadhe,2
dhiphina guddaatu natti dhagaamaa jira baayee sodaadhee jira,2
xiqqoo sodaadheen hirribaa kae,2
barataan kana barataa miti baaa hamaa taeera kuni biyyaaf sodaachisaadha,2
qaalaiinsi gabaa biyyi jirtuu deemaa jirtu akkaan sodaachisaadha,2
akkaataan dua mucaa sanaa baayee sodaachisaa hamaadha,2
haalli namoonni balaa konkolaataa hafan argaman ilaaluun iyyuu si sodaachisa,2
haalli biyya kanaa gaaf tokko baayyee hamaa taa,2
haadhoo nama sodaachisaa,2
warri fedhasaa barnoota dogoggoraa dargaggoota barsiisan guddina afaan oromoo irratti dhiibbaa fidu guddaadha,2
sababii siyaasa jibbisiisaa kana kae sammuu namootaa qoqqoodinsi guddaan uumamee jira gara fuulduraatti gargar bahuun hammam suukaneessaa tau waaqayyo hundumaa dandau qofatu beeka,2
rabbiin hunda tiksu dhukkubichi sodaachisaadha,2
beelli guddaan biyya kana uumamee jira kunis badiisa fiduu dandaa jedhamee sodaatama,2
jalqabamuu waraana kanaa sodaadheera waaqayyo saba keenyaaf dhaabbatu,2
haleellaa milishaan uummata nagaa irratti raawwatu rakkoo hamaa fidee dhufuu dandaa fuuldurri biyya keenyaa homaa abdii hin qabu baayee hamaadha,2
maaloo ummataafi eegdota warraaqsaa adda baasaa amma dhiibbaa balaa as deemaa jiru jala jirra,2
waraanni nu warra bilisummaaf qabsoofnurratti tarkaanfiin dhabamsiisuu fudhatamu sababa taa jedheen sodaadha,2
vaayirasichi dhaabbilee dhiheenya jiran kanneen buufata fayyaa ugguraa yaala fayyaa gahaa hin qabne ni babalatu sodaan jedhu jira,2
keessumaa oromoon wallaggaa jiru hara duratti taee hin beeknee argamees dhagahamees hin beeknedha sabni nagaan dhumeera boodasaa waanumti bulchanuu dhibuu mala,2
qalainsaa mana kira akkamin furama mana kiraa humnaa taaa kanaan deemnaan lubbuudhuma keenyaafuu sodaachaa jirra,2
sodaan guddaan amma qabnu qalaiinsa jireenyaati amma dadhabne guyyaa tokkoyyuu ittiin oollu dhabnedha waggaa dhufuu haasoftu bara kanayyuu jala darbuun yaaddoo guddaadha,2
hanni kaabinoota keessanii daran dabaluun jiruu jireenyaa hawaasaa daran miidhaa jiruu neetworkii hannaan wal ijaaranii dantaa isaanii qofaaf hojjachaa jiru kunniin hin sirroofne jijjiiramni akkamiin dhufu,2
haalli qaalaiinsi jiraanyaa amma jiru baayee ulfaataadha akkaataa kanaan jiraachuun shakkii jira,2
galiin keenyaa waantonni jireenyaaf bitnee fayyadamnu gonkuma wal hin madaalu akkanatti fufnaan uummanni rakkoo guddaaf hin saaxilamnen sodaadha,2
jireenya ammaa kanaan nama biraa mitii ijoollee illee jibbuuf jirra jireenyi sodaachisaadha,2
qaalaiinsi jireenyaa hedduu nu yaachise,2
jireenya qaalaeef mootummaan furmaata hin kennu taanaan ulfaataadha,2
kuni sodaa namatti hin naquu humna sagalii mitii sagaltamaa tae ummaanni keenyaa sodaa qawwee hidhaa hin qabnee waggootan darbanii barachuu turtee biltsiganan,2
bilxiginnaan ganaa addabaabayitti baaftee bara qayyishibbirii sanitti ilmaan oromoo shiftaadha jettee rashanuuf deemtii jedheen sodaadhe,2
jaallannus jibbinnus mootummaan mirga hin kabajufilannoon sirriin jiraatu natti hin fakkaatu,2
odp tokkummaan biyyaatii sanii boqonnaa dhumaa gahan fakkaata jawaar tuqamnaan,2
balaan kirkira lafaan dhufuu dandau cimaa taee uummanni eeggannoo gochuu qaba,2
of eeggannoo gochuun murteessadha,2
ofeeggannoonbaayeemurtesadha,2
of eeggannoo goonu,2
waaqayyoo guddaadha biratti of eeggannoo cimsinu,2
of eeggannoon baayyee murteessaa dha hawaasni keenyas odeeffannoo argate walii qooduun balaarraa wal baraaruu qaba,2
waaquma wajjin of eegannoon murtessaadha naannoo bakka baayyee miidhuu dandau adda baee gaariidha goondaan hin dhufiin daaraa naqatu jedhamufis kanumaafi,2
lubbuu abbaan hin eegnee waggaa hin geessu jedha oromoon uummanni lubbuu sodaatee of eeggachuu qaba,2
waaqa waliin of eeggannoo gochuun mutteessaadha,2
of eggannoon gochuun barbachisadha,2
waaqayoon nu waliin yaa tau irrattis of eeguun gaariidha,2
rabbii nu eegu of eeggannoo gochuunis dirqama,2
of eeggannoon baayee murteessadha kirkira lafaan wal qabatee deddeebbiin uumamaa jiruuf qophiin murteessadha,2
rabbiin nuu eguu isaati baqanne ergaan of eeggannoo gochuu darbe gaariidha,2
waqaayoo nu eeguu of eeggannoon barbaachisa dha,2
yeero amma kana of eeggannoon baayee murteessadha,2
eyyeen of eeggannoon baayee barbaachiisadha,2
of eeggannoo gochuun gaariidha rabbiin nurraa deebisu balaa sodaachisaa kana,2
of eeggannoon baayee murteessadha kirkira lafaan wal qabatee deddeebbiin uumamaa jiruuf qophiin murteessadha,2
dhaamsa gaariidha namni hunduu of eeggannoo gochuu qaba,2
yaa rabbi balaa sodaachisaa buee jiruu buuuf jiru jalaa nu baasi,2
of eeggannoon baayee murteessadha kirkira lafaan wal qabatee deddeebbiin uumamaa jiruuf qophiin murteessadha,2
of eeggannoon baayyee murteessaa dha rabbiinis kadhataa,2
yaa rabbi raahmatuma keetiin birmadhuuf,2
yaa gooftaa guyyoota rakkoo sodaachisaa kana gabaabsi,2
adaraa yaa waaqayo biyya hin balleessiin wallaalummaa ilaalii eegumsa godhi,2
sabni gara kootti deebie cubbuu isaa nan dhiisaa araaramees saba nan fayyisa jedha gooftaan of eeggannoo guddaan gara uumaa waaqaa lafaatti deebinu amma yaa saba balaan nu fudhatee hin badiin,2
kuni dallansuu rabbiiti dhiifama godhee badii kana nu oolchu waaqayyo,2
sababuma kijiba keessaniitu kana fide hiyyeessa waa hin qabne gibira jettanii saamtan darara keessantuu kana fide balaan caalu hin dhufiin deebiaa waaqayyo sin balleessa akkaataa gochaa keessanii kanaan,2
yaa rabbi balleessaa ilaaltee nu hin balleessiin araarami,2
yaa rabbi tokkicha ati nu eegi,2
yaa rabbi ati birmadhu haalli jiru baayee sodaachisaadha humna keenyaa olidha,2
namni of eeggannoo godhee hin dandau rabbumti nu eegu dallansuu rabbiiti badiin caalu hin dhufneen sodaachaa jira gochaa keenyaa kanatti,2
yaa gooftaa guyyoota rakkoo sodaachisaa kana gabaabsi,2
yaa rabbi ati nu eegi dhukkuba kana baayeen sodaadhe abboota qabnaan fayyuu hin dandaan,2
kana kirkira namaa taaaf kirkira lafaa taaa sirritti adda baasaa dhugama kirkira lafaa tae hamma dandaameen uummanni of eeggannoo godhuun barbaachisaadhaa waaqayyo balaa kana caalu hin finneef abbootiin amantaa jaarsoliin biyyaa waaqa kadhadhaa,2
dhoohinsa volkaanoo uumamu maluuf yeroon ummanni fagaachuun dhimma filannoo hin qabneedha,2
sodaa jiratoota magaala maataaharaa naannoo sani kuni xiyyeefanan mootummaa godhamufii qaba uummanni dhibbinaa sodaa jira,2
kuni dallansuu waaqayyooti uummata waaqa hin sodaanne biyyeen liqimsuun hin oolu siniif hin galu maal godhu saba keenyaaf uummanni homaa hin beekne hin dhumne sodaan qaba,2
waaqayyoo saba isaa eeguu qorannoon homaa hin fayyadu adaraa yaa saba of eeggannoo cimsaa,2
waqayyo furmatasa kennu hin jiru waaqayyoon kadhadhaa of eeggannoos cimsaa qomoo,2
abbaan furmaataa rabbii tokkicha qofa isuma kadhannu rabbi dallansuu isaa nurraa kaasu balaa hamaa sodaachisa kanas nurra dabarsu,2
balaan sodaachisaan kuni hojii rabbiiti hojii namaa miti mootummaa kadhachuu dhiisaa waaqayyoon kadhadhaa yaa ummata keenyaa,2
as jirra ati eessa jirta,0
sirreessitee jirtaa,0
beellama haquun qaba,0
baga gara addunyaa kootti dhuftan,0
jirta sin yaade,0
gaarii hojjechaa jirra jirtu,0
mana geessan isiniifan bilbila,0
ammas lubbuun jirtuu,0
ammallee gara manaatti deebitee jirta,0
ammaatti hin ilaalle,0
lakki homaa hin dubbanne,0
gaarii dabarsitee jirta,0
galgala kana waaee isaa dubbannu,0
muuziqaa dhaggeeffachaa jira,0
sagalee gaarii dha achitti wal argina,0
daqiiqaa tokko qabaatte bilbila naaf kenni,0
bilbilli rakkoo hin qabu,0
nagaa jechuu dagadheera,0
siin dhagauuf eegaa jira,0
lamaan keessaniif hunduu gaariitti tau abdiin qaba,0
wanti hundi tole jedheen abdadha,0
gochuun hin barbaachisu,0
hara beellamni ture,0
hara guddaa hojjechaa jirta,0
guyyaa boqonnaa argatteettaa,0
ganama kana eessa deemta,0
daqiiqaa tokko siif bilbila,0
ni godha galatoomaa miooftuu,0
jirtu ganama kana,0
mana haadha koon jira,0
rakkoon hin jiru,0
whatsapp irratti cuqaaseen ture,0
gaafa lafa buute naaf bilbili,0
hara wal arguu barbaaddaa,0
jirtu amma eessa jirta,0
saaatii meeqatti na fudhachuuf deemta,0
barreeffami na jalaa darbe,0
saaatii meeqatti buaa jirta,0
saaatii meeqatti as geenya jettanii yaaddu,0
kanatu natti fakkaata,0
saaatii muraasa achitti wal argina,0
ati barame fakkaatta,0
wiixata halkan hojjechaa jirtaa,0
boru ganama ni deema,0
haadho dammaqxee jirtaa,0
siif hojjetu naaf himaa,0
halkan gaarii si waliin haasaaa,0
ergaa barreeffamaa siif erguu dagadheera,0
ergaa barreeffamaa naaf ergite jedheen yaade,0
lakki hin tolchine,0
dhimma interneetii hin qabu,0
boru saaatii meeqatti hojjettu,0
hundaa baayeen dhabe,0
waanti barbaadu si qofa,0
boru ganaman siif bilbila,0
guyyaa guutuu hojiin sitti baayatee jira,0
boru ganamaf hojjechaa jira,0
daqiiqaa muraasa si bira nan gaa,0
tokko fiduu na barbaachisaa,0
tasumaa yaaddoo hin qabu,0
hara abbaan,0
yeroon maal siif hojjetu qofa naaf himaa,0
akkana tauu hin dandau,0
hojiitti seenuu barbaachisa,0
dandeessanitti ergaa naaf ergaa,0
gaarii tau abdiin qaba,0
maal hojjetta gaafa jimaataa,0
amma eessa jirta,0
ammaatti gaarii hojjechaa jira,0
asitti argamuuf jirtaa,0
eeyyee tilmaamuun dandaa,0
haras mana jirtaa,0
jirtu qofa gaafachuu,0
maal gochuu dandeessan naaf himaa,0
maatii keessaniif hunduu gaariitti deemu abdii qabna,0
anis deebii hin kennine,0
halkan kana siif bilbiluu dandaa,0
gaariin addunyaa kanarraa boqote,0
manatti deebiuun na barbaachisa,0
baayeen gungumaa jira,0
dandeessan naaf himaa,0
nama kofalchiisudha,0
waanan dubbadhu ni beekta,0
hundi gaarii ture abdiin qaba,0
dhiyootti sitti tolu abdii qaba,0
suuraa argachuu hin dandeenye,0
gaafa hojii fixxu bilbila naaf kenni,0
bilbila natti cufte,0
nan qabsaaa,0
rakkoon hin jiru nagaa tai dhiiroo,0
jirtu guyyaan,0
jirtu ammallee ni jiraa,0
tole daqiiqaa tokko argattu naaf bilbili,0
isheen illee guddaa hojjechaa jirti,0
suuraa dabalataa naaf ergaa,0
daree keessaa baatu naaf bilbili,0
lakki dhagaee hin beeku,0
saaatii meeqatti hojii baata,0
xiqqoo manatti argami,0
kana gochuu hin dandau,0
dhiyootti fayyu abdiin qaba,0
nagaa taaa sanatti wal argina,0
dhuma torban kanaa irratti si waliin haasaa,0
hara saaatii meeqatti hojjechuuf deemta,0
amma eessa jirti,0
amma siree ciisee jira,0
dhufuu dandeessan naaf himaa,0
maal hojjechaa jirta,0
waanan jechaa jirudha,0
bashannanaa turtan abdii qaba,0
hin dhibne naaf bilbilaa,0
hojii baatan naaf bilbilaa,0
maatii keessaniif jajjabina hawwina,0
galgala kana wal arginu abdii qabna,0
jirtu ollaa ammallee ni jiraa,0
teessoo sirrii tauu isaati,0
qarshii meeqa barbaadda,0
dhuma torbee gaarii qabaadhaa,0
torban kana maal hojjechaa jirta,0
daqiiqaa tokko argattan naaf bilbilaa,0
daqiiqaa muraasa achitti argamuun qaba,0
hamaa fakkaatti,0
guyyaa bareedaa qabaadhaa,0
rakkina hin qabu isinitti dhagahama,0
maal argachuu barbaadda,0
dhuma torban kanaa wal argina,0
reefu hirriba keessaa kae,0
reefuu hojii gara manaatti deebie,0
boru halkan wal argina,0
faayidaa hin qabne beekamaadha,0
ergaa kana argattan naaf bilbilaa,0
saaatii meeqatti akkan dhufu barbaadda,0
dhiyootti beeksisa,0
hojii sana hojjettee jirtaa,0
akkas tae maal barbaadda,0
kanneen keessaa tokko na barbaachisa,0
eeyyee si gargaaruu nan dandaa,0
saaatii meeqatti wal arguu barbaaddu,0
akkas gochuu dandeessu beekamaadha,0
yaaddoo hin qabu dhiyootti si arguuf abdii qaba,0
maal gochuu barbaaddu natti himi,0
akkas gochuu hin barbaanne,0
gochuu dandeenya,0
ati mana haadha keetii jirtaa,0
atii maatiin gaariitti jirtan abdii qabna,0
kana gochuu hin dandau,0
akkan gara dhufu barbaada,0
mana geessan naaf bilbilaa,0
waaree achi nan argama,0
hunda arguuf obsuu hin dandau,0
arguuf obsuu hin dandau ijoollee,0
hunduu gaariitti deemu abdii qaba,0
galgala gaarii isiniif tau abdii qabna,0
galgalli akkamitti deemaa jira,0
konkolaattota feumsaa naannoo kootti gurgurtaaf dhiyaatan,0
wanti hundi gaariitti isiniif tau abdiin qaba,0
maal gochuu dandeessu natti himi,0
hara guyyaa gaarii dabarsitan abdiin qaba,0
kana dhimma hin qabu,0
amma wanti hundi deemaa jira,0
akkas natti hin fakkaatu qofa,0
imala guddaa qabaattan abdii qabna,0
yeroon mana gahu ergaa barreeffamaa siif nan,0
deemuu barbaadda,0
waanan hojjechaa jirudha,0
mana geessan naaf himaa,0
dhiyootti wal arginu abdii qabna,0
hin deemin naaf bilbilaa,0
hojii baatan naaf bilbilaa,0
lamaan guyyaa gaarii qabaattan abdiin qaba,0
sagantaan deemaa jira,0
hara maaltu isinitti dhagahama,0
baayyee qabbanaaaa taeef sanatti wal argina,0
guyyaa gammadaa nagaa jiraadhaa,0
nyaanni ammaa kana qophaaeera,0
ganama gaarii guyyaa gaarii qabaachuu abdii qabna,0
amazon gurgurtaaf dhiyaateera,0
guyyaa gaarii qabaadhaa nagaa taaa,0
boqonnaarra jirta tae naaf bilbili,0
eessatti deemaa jira,0
wanti hundi gaariitti deeme abdiin qaba,0
barbaachisu naaf ergaa,0
waaee maatii keessanii dhagauu kootiif dhiifama,0
boru waaree mana nan gala,0
dhiyootti hunduu gaarii tau abdii qaba,0
boru ganama dhufuu nan dandaa,0
saaatii meeqatti hojjechuuf deemta,0
dhuma torbee galateeffannaa irratti karoorri maali,0
galgala kana mana barumsaa qabdaa,0
boru ergaa barreeffamaa isiniif,0
lakkoofsi bilbilaa haaraan maali,0
mana geessan na haasofsiisaa,0
jirtu hunduu deemaa jiraa,0
boru waaree nan argama,0
tokko dhageessan naaf himaa,0
halkan edaa gaariitti raftee turtee,0
kadhannaa nan dinqisiifadha,0
ati sammuu jirta,0
akkan achi gahuu dandau naaf himaa,0
isheen illee gaarii hojjechaa jirti,0
jirtu hara hojiin baayatee jirtaa,0
ayyaana masqalaa irratti maal barbaadda,0
wanti hundi akkamitti deemu naaf himaa,0
rakkina hin qabu asitti nan jiraadha,0
akkamitti jirtu ilaaluuf qofa sakattauu,0
ture guyyaan,0
waaee kanaa dhagaee hin beeku,0
takkaa sirraa dhagahee hin beeku,0
akkamitti tae yaada hin qabu,0
ijoolleen halkan gaarii isiniif tau,0
as geessan ergaa barreeffamaa qofa naaf ergaa,0
akkasuma gaariitti hojjettu abdii qaba,0
barreeffama amma argadheera,0
beellamni deemaa jira,0
dhiyootti isinitti deebia,0
bakki deemaa jira,0
hojii irratti guyyaa bareedaa dabarsitee turtee,0
baga guyyaa dhaloota geesse guyyaa dhalootaa gaarii siif tau,0
naaf bilbilaa ergaa barreeffamaa naaf deebisaa,0
wal argina sana achitti nan argama,0
naannoo jirtu naaf bilbili,0
deemaa jira waanuma fedhe,0
daqiiqaa muraasa bahuun isaa ni yaadatama,0
maal tae ilaallu,0
dhiifama hara hin milkoofne,0
hojii baatu naaf himaa,0
dhiifama baayee hojiin qabamee ture,0
deemuu barbaaddan naaf himaa,0
carraa argattan naaf himaa,0
hojii haaraa gammaddan abdii qaba,0
ammaatti dhimmi tokkollee hin jiru,0
tole sanatti si argina,0
barbaadde natti agarsiisi,0
ammaa kana mana jira,0
carraa argattan naaf bilbilaa,0
amma gara biyyaatti deebinee jirra,0
ammaa kana hojiin baayattee jirti,0
lamaan hunduu gaariitti tau abdiin qaba,0
namni hundinuu namatti tola,0
waanan dandau natti hin fakkaatu,0
amma gara fuulduraatti qajeela jirra,0
galatoomi nama guyyaa guddaa qabaatte,0
xiqqoo achitti argamuun qaba,0
gabaabaa achitti wal argina,0
ammaatti manni barumsaa akkamitti deemaa jira,0
siifi maatii keessaniif hunduu gaariitti tau abdiin qaba,0
boqonnaarra jiraatte natti himi,0
yoomitti argachuu dandeessa,0
tokko tokko naaf erguu dandeessaa,0
baga guyyaa dhalootaa maatii keenyaan gahe,0
maatii kootiif hunduu gaariitti tau abdiin qaba,0
ammaatti wanti hundi gaarii dha,0
gargaarsa gootaniif galatoomaa,0
bultan jirtu ilaaluu qofa,0
carraa argatte naaf bilbiluu dandeessaa,0
asitti hunduu gaariitti tau abdiin qaba,0
bakka tokkotti wal arguu dandeenyaa,0
kennitaniif hundi galatoomaa,0
kana gochuu akkan dandau nan beeka,0
na barbaaddan naaf bilbilaa,0
dhuma torbee kanaa maal hojjetta,0
naaf bilbiluu dandeessaa maaloo,0
nagaa taaa dhiyootti wal argina,0
ayyaana galateeffannaa guddaa dabarsine,0
guyyaa guddaa isiniif tau dhiyootti wal argina,0
lakkoofsa bilbilaa naaf kenni,0
dhiifama naaf gootan abdiin qaba,0
gara manaatti dhufta,0
carraa argattan naaf bilbilaa,0
konkolaataa gara manaatti geessu na barbaachisa,0
nagaa taatan naaf himaa,0
akkasii tauun isaa hin oolu,0
ammaa kana maal hojjechaa jirta,0
hara gargaarsa gootaniif galatoomaa,0
saaatii meeqatti walitti dhufuu qabna,0
waanan barbaadu nan beeka,0
baga guyyaa dhalootaa geessan guyyaa guddaa isiniif tau,0
dhiyootti wal arginu abdiin qaba,0
hundi halkan gaarii qabaattan abdii qabna,0
dandeesse bilbila naaf kennaa,0
tole gaariitti sitti dhagahamu abdii qaba,0
ammaa kana baayyee hamaa miti,0
anaa lamaan keessaa tokko,0
guddaa fakkaata sanatti wal argina,0
daqiiqaa muraasa achi nan gaa,0
rakkoon hin jiru carraa argattu naaf bilbili,0
gaariidha sanatti wal argina,0
guyyaa gaarii dabarsitan abdiin qaba,0
ayyaana qillee irratti achi nan argama,0
dandeessan bilbila naaf kennaa,0
ganama gammadaa,0
ayyaana galateeffannaa guddaa qabaachaa jirra,0
hariiroo keessanitti gammadaa,0
anillee akkas gochuu nan dandaa,0
maaltu isinitti dhagahamu naaf himaa,0
ammaa kana maal jirta,0
halkan guddaa dabarsiteetta,0
dhiyootti arguun barbaada,0
